"ID"	"EUPHEMISM"	"MEANING_IN_CHINESE"	"FIGURATIVE_TYPE"	"EXAMPLE"
"DD-0177"	"化形"	"死亡"	"Metaphor"	"宋 · 李石 《续博物志》卷七： “臣搏大数有终，圣朝难恋，已于今月二十二日化形于莲花峰 。”"
"DD-0178"	"还真"	"死亡"	"Metaphor"	"明 · 唐顺之 《闻石屋彭君置生棺有感为赋》之一：“试料还真后，谁为倚户人。”"
"DD-0179"	"讳"	"死亡"	"Metonymy"	"《左传：桓六年》：“周人以讳事神，名终将讳之。”"
"DD-0180"	"灰钉"	"死亡"	"Metonymy"	"清 · 黄宗羲《留仙冯公神道碑铭》：“鐘鼓无灵，灰钉见志。”"
"DD-0181"	"回老家"	"死亡"	"Metaphor"	"他因得了绝症，没多久就回老家了。(GC 2015)"
"DD-0182"	"回去"	"死亡"	"Metaphor"	"《红楼梦：第十三回》：“秦可卿梦中诀别王熙凤时说：‘婶娘好睡！我今日回去，你也不送我一程。’”"
"DD-0183"	"讳日"	"人死亡之日"	"Metonymy"	"明 · 宋濂 《汪文节公神道碑》： “其奉亲也，丁工部公之忧，则三年独处於外，弗御酒肉，每遇讳日，悲慟不自胜。"
"DD-0184"	"回首"	"死亡"	"Metaphor"	"《儒林外史：第二十回》：“牛先生是个异乡人，今日回首在这里，一些甚么也没有。”"
"DD-0185"	"蕙损兰摧"	"死亡"	"Metaphor"	"明 · 梁辰鱼《破齐阵·咏时序悼亡》： “把酒对斜晖，问芳卿为甚的便蕙损兰摧。”"
"DD-0186"	"讳所"	"死难之地"	"Metonymy"	"明 · 王绅 《滇南恸哭记》： “遂遇害，时为腊月二十四日未申时……讳所，则今之 观音寺 前 三市街 。”"
"DD-0187"	"魂断"	"死"	"Metaphor"	"苏曼殊 《断鸿零雁记》第二七章： “异哉先生，人既云亡，哭胡为者？曾谓雪姑有负於先生耶？试问鬻花郎，吾家女公子为谁魂断也？”"
"DD-0188"	"魂销"	"死亡"	"Metaphor"	"唐 · 元稹 《感梦》诗： “行吟坐叹知何极？影絶魂销动隔年。今夜 商山 馆中梦，分明同在后堂前。”"
"DD-0189"	"忌辰"	"人去世的日子"	"Metonymy"	"另外还出过一些纪念外国作家诞辰或忌辰的专刊。(HDC 2010)"
"DD-0190"	"即代"	"死亡"	"Character Replacement"	"《金石续编·唐长丰令李丕墓志铭》：“沉疾於故林私第，即代之日，春秋六十有三。”"
"DD-0191"	"寂灭"	"僧尼死亡"	"Metaphor"	"《黄绣球：第十三回》：“老姑子既得了这座荒庵，又有箇终老之意，看看自家老病頽唐，一旦寂灭之后，叫那中年伴当，怎样支撑得住？”"
"DD-0192"	"忌日"	"人死亡之日"	"Metonymy"	"每到母亲忌日，他都要去祭奠。(GF 2014)"
"DD-0193"	"即世"	"死亡"	"Metaphor"	"清 · 叶廷琯 《吹网录·柳边纪略》：“迨后先子即世，归葬中原。”"
"DD-0194"	"既往"	"死亡"	"Metaphor"	"南朝 · 齐 · 王俭 《褚渊碑文序》：“晏婴既往，齐君趍车而行哭。” "
"DD-0195"	"极刑"	"指死刑"	"Metonymy"	"后来罗伯斯庇尔因是暴君而被处以极刑。(BCC)"
"DD-0196"	"驾崩"	"死亡"	"Metaphor"	"如果国王驾崩, 必须要有一个继位的国王。(BCC)"
"DD-0197"	"驾鹤"	"死亡"	"Metaphor"	"南朝 · 梁 · 江淹 《别赋》：“驾鹤上汉，驂鸞腾天。”"
"DD-0198"	"驾鹤成仙"	"死亡"	"Metaphor"	"杨大群《关东传奇》第54章：“…… 老爹，你驾鹤成仙了，嘿嘿。” (HDC 2010)"
"DD-0199"	"驾鹤西去"	"死亡"	"Metaphor"	"李祖新老人已驾鹤西去。(Zhu 2018, p. 117)"
"DD-0200"	"见背"	"长辈去世"	"Metaphor"	"周立波 《山乡巨变》下十一： “她一把眼泪，一把鼻涕，先哭去世多年的爷爷，后哭新近见背的妈妈。”"
"DD-0201"	"见马克思"	"死亡"	"Metaphor"	"[他]得了脑充血,一命呜呼,去见了马克思。(Zhu 2018, p. 118)"
"DD-0202"	"见上帝"	"死亡"	"Metaphor"	"最近几年大概还不至于要见上帝，然而甚矣吾衰矣。望你好生保养身体。(Zhu 2018, p. 118)"
"DD-0203"	"见阎王"	"死亡"	"Metaphor"	"要不是苏干事，我早见了阎王啦！(Zhu 2018, p. 118)"
"DD-0204"	"解骨"	"尸解"	"Metaphor"	"南朝 · 宋 · 鲍照 《白云》诗：“探灵喜解骨，测化善腾天。”"
"DD-0205"	"解驾"	"死亡"	"Metaphor"	"南朝 · 梁 · 陶弘景 《许长史旧馆坛碑》： “太元元年，解驾违世。”"
"DD-0206"	"解剑"	"自杀"	"Metonymy"	"唐 · 李贺《马诗》：""君王今解剑，何处逐英雄？"""
"DD-0207"	"解脱"	"死亡"	"Metaphor"	"杨校长说，患了癌症才好，我就可以解脱了，死不死活不活反让人难熬。 (Zhu 2018, p. 122)"
"DD-0208"	"解形"	"尸解"	"Metaphor"	"唐 · 陈子昂 《体玄先生潘尊师碑颂》：“遂解形而遗世，乘白云以上宾。”"
"DD-0209"	"尽"	"死亡"	"Metaphor"	"自尽。(GF 2014) 同归于尽。(GF 2014)"
"DD-0210"	"尽命"	"死亡"	"Metaphor"	"《宋书：卷四十六：张邵传》： “音仪容止，众皆瞩目，见者皆为尽命。”"
"DD-0211"	"进土"	"死亡"	"Metonymy"	"张洁 《拣麦穗》：“他摸着我的头顶说：‘不等你长大，我可该进土啦。’”"
"DD-0212"	"就化"	"死亡"	"Metaphor"	"唐 · 白居易 《唐抚州上弘和尚石塔碑铭》：“言讫趺坐，恬然就化。”"
"DD-0213"	"就命"	"毕命，死亡"	"Metaphor"	"晋 · 向秀 《思旧赋序》 ： “嵇博综伎艺，於丝竹特妙，临当就命，顾视日影，索琴而弹之。”"
"DD-0214"	"就世"	"死亡"	"Metaphor"	"汉 · 刘向《说苑：卷一：君道》：“管子今年老矣，为弃寡人而就世也。”"
"DD-0215"	"就义"	"为义而死"	"Metaphor"	"瞿秋白同志就义60多年了。[http://www.cqvip.com/qk/81684x/200201/11186879.html]"
"DD-0216"	"苴杖"	"父丧"	"Metonymy"	"《旧五代史·晋书·尹玉羽传》：“会有苴杖之丧，累岁羸疾，冬不释菅屦，期不变倚庐。”."
"DD-0217"	"捐背"	"死亡"	"Metaphor"	"晋 · 潘岳 《寡妇赋》：“荣华晔其始茂兮，良人忽以捐背。”"
"DD-0218"	"捐宾客"	"死亡"	"Metaphor"	"鲁讯 《中华革命党》：“设孙先生 一旦捐宾，岂吾辈将无所附从乎？”(HDC 2010)"
"DD-0219"	"捐床帐"	"死亡"	"Metaphor"	"唐 · 颜真卿 《崔孝公宅陋室铭记》： “太夫人王氏捐牀帐之后，公徙居他室，或在宾馆，而无常所。”"
"DD-0220"	"捐馆舍"	"死亡"	"Metaphor"	"清 · 恽敬 《与来卿书》：“清如先生捐馆舍，世间又少一读书力行之人矣。”"
"DD-0221"	"捐骸"	"捐躯"	"Metaphor"	"《再生缘》第二四回：“老师青目门生幸，惟有捐骸报圣王。”"
"DD-0222"	"捐命"	"死亡"	"Metaphor"	"宋 · 苏辙 《北狄论》：“ 汉 兵深入，不惮死亡，捐命絶幕之北，以决胜负。”"
"DD-0223"	"捐躯"	"死亡"	"Metaphor"	"在抗法战争和抗美救国战争时期，1400多名中国烈士为支援越南人民的正义事业而捐躯 。(BCC)"
"DD-0224"	"捐身"	"死亡"	"Metaphor"	"《三国演义：第一一八回》： “捐身酬烈祖，搔首泣穹苍。”"
"DD-0225"	"捐生"	"死亡"	"Metaphor"	"故仁道不远，则杀身以成仁，义重于生，则捐生而取义。(BCC)"
"DD-0226"	"捐世"	"死亡"	"Metaphor"	"宋 · 陈师道 《妾薄命》诗之二：“捐世不待老，惠妾无其终。”"
"DD-0227"	"诀别"	"死亡"	"Metaphor"	"若不是造化弄人，四年前说什么他也不会向娜薇亚那个可恶的女人妥拹，眼睁睁的看着自己最在乎的宝贝弟弟“诀别”人世，永远离开这个世界。(BCC)"
"DD-0228"	"绝命"	"死亡"	"Metaphor"	"《后汉书：卷二：显宗孝明帝纪》： “子孙饥寒，绝命于此，岂祖考之意哉！”"
"DD-0229"	"绝气"	"死亡"	"Metonymy"	"《后汉书：卷八十：文苑传下：赵壹传》： “昔原大夫赎桑下绝气，传称其仁。”"
"DD-0230"	"绝世"	"死亡"	"Metaphor "	"《左传：哀公十五年》： “大命陨队，绝世于良。”"
"DD-0231"	"开除"	"杀死"	"Metaphor "	"《水浒后传：第二回》：“我一时性起，开除了他。”"
"DD-0232"	"考终"	"死亡"	"Metaphor"	"《文选：潘岳：杨荆州诔》：“诔德策勋，考终定谥。”"
"DD-0233"	"溘然"	"死亡"	"Deletion"	"清 · 周亮工 《追报亡友黄汉臣书》： “子廸隔岁书来，遂闻先生溘然之耗，能不悲哉！”"
"DD-0234"	"溘逝"	"死亡"	"Metaphor"	"清 · 蒲松龄《聊斋志异：卷四：辛十四娘》：“巫医无灵，竟以溘逝。”"
"DD-0235"	"跨鹤"	"死亡"	"Metaphor"	"宋 · 林景熙《饯盛景则教授诗》：“空明仙人朝帝所，跨鹤凌虚堕霜羽。”"
"DD-0236"	"兰摧玉折"	"死亡"	"Metaphor"	"南 · 朝宋 · 刘义庆《世说新语》： “毛伯成既负其才气, 常称""宁为兰摧玉折, 不作萧敷艾荣。”"
"DD-0237"	"老了"	"死亡"	"Metonymy"	"他奶奶前几天老了。"
"DD-0238"	"老去"	"死亡"	"Metaphor"	"明 · 李东阳《柳岸垂纶》诗： “老去祗应家在此，不须盘石更垂萝。”"
"DD-0239"	"离尘"	"死亡"	"Metaphor"	"清 · 闰湘 《湘烟小录序》： “铭心刻骨之言，孰料为撒手离尘之讖哉！”"
"DD-0240"	"离开"	"死亡"	"Metaphor"	"… 于6月11日离开我们了，终年77岁。(Zhu 2018, p. 132)"
"DD-0241"	"离去"	"死亡"	"Metaphor"	"他知道青云道长已经离去，但他还是站立了很久，然后才走出庙宇。(Zhu 2018, p. 133)"
"DD-0242"	"离世 "	"死亡"	"Metaphor"	"圣陶老人九天之上对离世时未曾听到“编辑家”这一他最喜欢的称呼，恐怕也不无遗憾。(Zhu 2018, p. 133)"
"DD-0243"	"梁摧"	"有为之人死去"	"Metaphor"	"南朝 · 梁 · 沉约《齐故安陆昭王碑文》： “盖百代之仪表，千年之领袖，曾不憖留，梁摧奄及。”"
"DD-0244"	"梁坏"	"有为之人死去"	"Metaphor"	"清 · 曾国藩 《母弟温甫哀词》： “李既山頽，弟乃梁坏。”"
"DD-0245"	"临化"	"临死"	"Metaphor"	"晋 · 陶潜 《饮酒》诗之十一：“客养千金躯，临化消其宝。”按，一本作“临死镇真宝”。"
"DD-0246"	"临绝"	"临死"	"Metaphor"	"唐 · 韩愈 《祭柳子厚文》： “嗟嗟子厚，今也则亡，临絶之音，一何琅琅！” "
"DD-0247"	"临诀"	"临死"	"Metaphor"	"清 · 蒲松龄 《聊斋志异：吕无病》： “无何，许病卒。临诀，嘱孙曰：无病最爱儿，即令子之可也。”"
"DD-0248"	"临命"	"临死"	"Metaphor"	"章炳麟 《狱中赠邹容》诗：“临命须掺手，乾坤只两头。”"
"DD-0249"	"临没"	"临死"	"Metaphor"	"清 · 龚炜 《道闻五妹凶问》： “闻其临没时方夜膳，抚其子多作身后语，顿尔咯血，医药罔效。”"
"DD-0250"	"临难"	"临死"	"Metonymy"	"枪声、同志们突围的吶喊声，和临难时高唿'中国共产党万岁！''毛主席万岁！'的口号声，交织在一起。(HDC 2010)"
"DD-0251"	"临危"	"重病将死"	"Metonymy"	"临危留下遗言。(GF 2014)"
"DD-0252"	"临终"	"人即将死亡"	"Metaphor"	"父亲生前也特别喜欢他，临终辰光还再三嘱咐，叫他不要忘记照顾这个小弟弟。(HDC 2010)"
"DD-0253"	"灵"	"死者的遗体；也指棺材"	"Metonymy"	"哥哥，保佑你兄弟发财，把你的灵运回中国去吧！(HDC 2010)"
"DD-0254"	"零"	"死亡"	"Metaphor"	"汉 · 孔融《论盛孝章书》： “海内知识, 零落殆尽。 ”"
"DD-0255"	"灵化"	"死亡"	"Metaphor"	"《宋书：袁淑传论》： “徒以灵化悠远，生不再来，虽天行路嶮，而未之斯遇，谓七尺可存，百年可保也。”"
"DD-0256"	"灵期"	"死期"	"Metaphor"	"《逸周书：度邑》：“惟二神授朕灵期，予未致未休。”"
"DD-0257"	"灵影"	"死者的身影"	"Metonymy"	"南朝 · 宋 · 颜延之 《祭弟文》： “灵影夙灭，筵寝虚张。”"
"DD-0258"	"令终"	"死亡"	"Metaphor"	"南朝 · 梁 · 刘勰《文心雕龙：哀吊》： “君子令终定谥，事极理哀，故宾之慰主，以至到为言也。”"
"DD-0259"	"流血"	"负伤或牺牲生命"	"Metaphor"	"凡是为国流血的都是英雄。(BCC)"
"DD-0260"	"龙升"	"旧称皇帝的死亡"	"Metaphor"	"明 · 郎瑛 《七修类稿·国事七·象简龙衣联》：“ 高庙 鼎成龙升之日， 建文 即位， 成祖 以 燕王 来奔丧而不朝，盖以叔不拜姪也。"
"DD-0261"	"禄命终"	"死亡"	"Metonymy"	"元 · 王实甫《西厢记》第一本楔子： “夫主京师禄命终，子母孤孀途路穷。”"
"DD-0262"	"鸾驭"	"成仙"	"Metaphor"	"宋 · 周邦彦《长相思慢》词： “桃溪换世，鸾驭凌空，有愿须成。”"
"DD-0263"	"沦没"	"死亡"	"Metaphor"	"李大钊 《一八七一年的巴黎“康妙恩”》： “在‘康妙恩’沦没以前，在五月十日及五月十八日这委员会集合了两次。”"
"DD-0264"	"沦逝"	"死亡"	"Metaphor"	"清 · 薛福成 《出使四国日记·光绪十六年十一月初八》： “沅帅尤以中兴伟绩，坐镇东南，不数月间遽皆沦逝。”
"
"DD-0265"	"沦谢"	"死亡"	"Metaphor"	"前蜀 · 杜光庭 《宣胜军使王谠为亡男昭胤明真斋词》： “飘魂异境，悯其沦谢。”"
"DD-0266"	"落"	"死亡"	"Metaphor"	"《国语：吴语》：“人民离落。” 韦昭注: “落，殒也。”"
"DD-0267"	"落气"	"死亡"	"Metonymy"	"沙汀 《老烟的故事》： “落气那天我正在那里。别的不讲，那位堂客以后的日子怎么过呵。”"
"DD-0268"	"没命"	"死亡"	"Metaphor"	"让车撞上就没命了。(GF 2014)"
"DD-0269"	"弥留"	"病重快要死了"	"Metonymy"	"母亲弥留的一刹那，像电影似的在他的回忆中展开来了。(HDC 2010)"
"DD-0270"	"眇冥"	"死亡"	"Metaphor"	"宋 · 范成大 《提刑察院王丈挽词》： “日者悲离索，公今又眇冥。”"
"DD-0271"	"灭"	"死亡"	"Metaphor"	"唐 · 白居易《赠王山人》诗： “彭殇徒自异，生死终无别。不如学无生，无生即无灭。”"
"DD-0272"	"灭顶"	"溺水而死"	"Metonymy"	"据说一个渔人在江中打鱼，突然狂风暴雨，船覆灭顶。(Zhang 1996, p. 16)"
"DD-0273"	"灭度"	"死亡"	"Metaphor"	"后秦 · 鸠摩罗什译 《金刚般若波罗蜜经》： “我皆令入无余涅槃而灭度之，如是灭度无量无数无边众生。”"
"DD-0274"	"灭化"	"死亡"	"Metaphor"	"汤用彤 《汉魏两晋南北朝佛教史》第二分第十九章： “﹝达摩﹞常以四卷《楞伽》授学者，以天平年（公元534至537年）前灭化洛滨。”"
"DD-0275"	"泯"	"死亡"	"Metaphor"	"南朝 · 梁 · 任昉《为范始兴作求立太宰碑表》： “昔晋氏初禁立碑，魏舒之亡，亦从班列。而阮略既泯，故首冒严科，为之者竟免刑戮，致之者反蒙嘉叹。”"
"DD-0276"	"泯没"	"死亡"	"Metaphor"	"泯没无闻。(GF 2014)"
"DD-0277"	"命赴黄泉"	"死亡"	"Metaphor"	"赵70多岁的老因此连气带吓，几天后命赴黄泉。(BCC)"
"DD-0278"	"命赴阴间"	"死"	"Metaphor"	"《清平山堂话本：刎颈鸳鸯会》： ""于今又有个不识窍的小二哥也，与个妇人私通，……后惹出一场祸来，尸横刀下，命赴阴间。"""
"DD-0279"	"冥路"	"死期"	"Metaphor"	"清 · 蒲松龄 《聊斋志异：莲香》： “莲入曰：‘君殆矣！是真鬼物。暱其美而不速絶，冥路近矣！’”"
"DD-0280"	"冥昧"	"死亡"	"Metaphor"	"唐 · 沉佺期 《哭苏眉州崔司业二公》诗： “崔昔挥宸翰，苏尝济巨川。絳衣陪下列。黄阁谬差肩。及此俱冥昧，云谁叙播迁。”"
"DD-0281"	"冥漠"	"死亡"	"Metaphor"	"唐 · 杜甫 《九日》诗之三：“欢娱两冥漠，西北有孤云。”"
"DD-0282"	"瞑目"	"死亡"	"Metonymy"	"《后汉书：皇后纪上：明德马皇后》： “欲令瞑目之日，无所復恨。”"
"DD-0283"	"冥寿"	"已经死去的人的寿辰"	"Metaphor"	"《红楼梦：第一一八回》： “到了八月初三这一日，正是贾母的冥寿。”"
"DD-0284"	"没"	"死亡"	"Metaphor"	"《红楼梦：第十三回》：“如今孙子媳妇没了，侄儿媳妇偏又病倒，我看里头着实不成个体统。”"
"DD-0285"	"抹脖子"	"自杀"	"Metonymy"	"周立波 《暴风骤雨》第一部十四： “我老初从不说虚话，我怕工作队待不长远，‘中央军’来抹脖子。”"
"DD-0286"	"没齿"	"死亡"	"Metonymy"	"明陆容 《菽园杂记：卷四》： “夫自开国以来，将相大臣，功名富贵烜赫一时者多矣，没齿之后，陵谷变迁，不能保其坟墓者有矣。”"
"DD-0287"	"没地"	"死亡"	"Metonymy"	"南朝 · 梁  ·  江淹 《恨赋》： “至乃敬通见抵，罢归田里……齎志没地，长怀无已。”"
"DD-0288"	"没化"	"死亡"	"Metaphor"	"唐 · 张九龄 《故果州长史李公碑铭并序》： “道非吾行，德无必贵，遂以没化，岂命也夫？”"
"DD-0289"	"没世"	"死亡"	"Metaphor"	"《儿女英雄传》缘起首回：“至于他各人到头来的成败，还要看他入世后怎的个造因，才知他没世时怎的个结果。”"
"DD-0290"	"没寿"	"死亡"	"Metaphor"	"《战国策：齐策六》： “使管仲终穷抑幽囚而不出，慙耻而不见，穷年没寿，不免为辱人贱行矣。”"
"DD-0291"	"那啥了"	"人死亡"	"Deletion"	"又赶上严打，结果，上头一划勾，“瘦哥”就给那啥了。(Zhu 2018, p. 153)"
"DD-0292"	"涅槃"	"僧尼死亡"	"Metaphor"	"唐 · 李华 《荆州南泉大云寺故兰若和尚碑》： “报年之限，涅槃之时，同于如来。”"
"DD-0293"	"偏露"	"父死"	"Metonymy"	"唐 · 孟浩然 《送莫甥兼诸昆弟从韩司马入西军》诗： “平生早偏露，万里更飘零。”"
"DD-0294"	"弃背"	"死亡"	"Metaphor"	"北齐 · 颜之推 《颜氏家训：终制》 ： “先夫人弃背之时，属世荒馑，家涂空迫。”"
"DD-0295"	"弃朝"	"死亡"	"Metaphor"	"明 · 高启 《咏三良》：“殉葬古所禁， 秦国 固戎风， 穆公 临弃朝，要此三臣从。”"
"DD-0296"	"弃代"	"死亡"	"Character Replacement"	"唐 · 柳宗元 《先太夫人河东县太君归祔志》：“先夫人姓 卢 氏…… 元和 元年，岁次丙戌五月十五日，弃代于 永州 零陵 佛寺。”"
"DD-0297"	"骑鹤化"	"死亡"	"Metaphor"	"清 · 东轩主人 《述异记：鹤化寄药》： “九峰山人颇有所得，晚年无疾，骑鹤化去。”"
"DD-0298"	"气尽"	"死亡"	"Metonymy"	"明 · 高明《琵琶记·勉食姑嫜》： “力尽计穷泪亦竭，看看气尽知何日，高冈黄土漫成堆。”"
"DD-0299"	"弃捐"	"死亡"	"Metaphor"	"《史记：卷一○五：扁鹊仓公传》：“有先生则活，无先生则弃捐填沟壑，长终而不得反。”"
"DD-0300"	"气绝"	"死亡"	"Metonymy"	"当时师父已伤得很重，说了那些话就气绝了。(BCC)"
